1	1｜40｜470｜matthew	1	1
9	1｜40｜470｜matthew	1	2
27	1｜40｜470｜matthew	1	3
48	1｜40｜470｜matthew	1	4
63	1｜40｜470｜matthew	1	5
84	1｜40｜470｜matthew	1	6
100	1｜40｜470｜matthew	1	7
115	1｜40｜470｜matthew	1	8
130	1｜40｜470｜matthew	1	9
145	1｜40｜470｜matthew	1	10
160	1｜40｜470｜matthew	1	11
173	1｜40｜470｜matthew	1	12
187	1｜40｜470｜matthew	1	13
202	1｜40｜470｜matthew	1	14
217	1｜40｜470｜matthew	1	15
232	1｜40｜470｜matthew	1	16
247	1｜40｜470｜matthew	1	17
276	1｜40｜470｜matthew	1	18
302	1｜40｜470｜matthew	1	19
318	1｜40｜470｜matthew	1	20
349	1｜40｜470｜matthew	1	21
368	1｜40｜470｜matthew	1	22
382	1｜40｜470｜matthew	1	23
404	1｜40｜470｜matthew	1	24
423	1｜40｜470｜matthew	1	25
437	1｜40｜470｜matthew	2	1
457	1｜40｜470｜matthew	2	2
477	1｜40｜470｜matthew	2	3
488	1｜40｜470｜matthew	2	4
504	1｜40｜470｜matthew	2	5
518	1｜40｜470｜matthew	2	6
542	1｜40｜470｜matthew	2	7
556	1｜40｜470｜matthew	2	8
578	1｜40｜470｜matthew	2	9
603	1｜40｜470｜matthew	2	10
611	1｜40｜470｜matthew	2	11
641	1｜40｜470｜matthew	2	12
657	1｜40｜470｜matthew	2	13
697	1｜40｜470｜matthew	2	14
712	1｜40｜470｜matthew	2	15
735	1｜40｜470｜matthew	2	16
772	1｜40｜470｜matthew	2	17
781	1｜40｜470｜matthew	2	18
801	1｜40｜470｜matthew	2	19
815	1｜40｜470｜matthew	2	20
837	1｜40｜470｜matthew	2	21
852	1｜40｜470｜matthew	2	22
877	1｜40｜470｜matthew	2	23
894	1｜40｜470｜matthew	3	1
909	1｜40｜470｜matthew	3	2
918	1｜40｜470｜matthew	3	3
942	1｜40｜470｜matthew	3	4
969	1｜40｜470｜matthew	3	5
984	1｜40｜470｜matthew	3	6
996	1｜40｜470｜matthew	3	7
1020	1｜40｜470｜matthew	3	8
1026	1｜40｜470｜matthew	3	9
1051	1｜40｜470｜matthew	3	10
1073	1｜40｜470｜matthew	3	11
1104	1｜40｜470｜matthew	3	12
1130	1｜40｜470｜matthew	3	13
1147	1｜40｜470｜matthew	3	14
1164	1｜40｜470｜matthew	3	15
1184	1｜40｜470｜matthew	3	16
1208	1｜40｜470｜matthew	3	17
1225	1｜40｜470｜matthew	4	1
1239	1｜40｜470｜matthew	4	2
1248	1｜40｜470｜matthew	4	3
1266	1｜40｜470｜matthew	4	4
1286	1｜40｜470｜matthew	4	5
1303	1｜40｜470｜matthew	4	6
1335	1｜40｜470｜matthew	4	7
1347	1｜40｜470｜matthew	4	8
1368	1｜40｜470｜matthew	4	9
1379	1｜40｜470｜matthew	4	10
1397	1｜40｜470｜matthew	4	11
1409	1｜40｜470｜matthew	4	12
1418	1｜40｜470｜matthew	4	13
1433	1｜40｜470｜matthew	4	14
1442	1｜40｜470｜matthew	4	15
1455	1｜40｜470｜matthew	4	16
1475	1｜40｜470｜matthew	4	17
1490	1｜40｜470｜matthew	4	18
1517	1｜40｜470｜matthew	4	19
1528	1｜40｜470｜matthew	4	20
1536	1｜40｜470｜matthew	4	21
1567	1｜40｜470｜matthew	4	22
1579	1｜40｜470｜matthew	4	23
1606	1｜40｜470｜matthew	4	24
1635	1｜40｜470｜matthew	4	25
1653	1｜40｜470｜matthew	5	1
1669	1｜40｜470｜matthew	5	2
1677	1｜40｜470｜matthew	5	3
1689	1｜40｜470｜matthew	5	4
1695	1｜40｜470｜matthew	5	5
1703	1｜40｜470｜matthew	5	6
1713	1｜40｜470｜matthew	5	7
1719	1｜40｜470｜matthew	5	8
1729	1｜40｜470｜matthew	5	9
1737	1｜40｜470｜matthew	5	10
1749	1｜40｜470｜matthew	5	11
1765	1｜40｜470｜matthew	5	12
1784	1｜40｜470｜matthew	5	13
1810	1｜40｜470｜matthew	5	14
1823	1｜40｜470｜matthew	5	15
1843	1｜40｜470｜matthew	5	16
1866	1｜40｜470｜matthew	5	17
1881	1｜40｜470｜matthew	5	18
1908	1｜40｜470｜matthew	5	19
1944	1｜40｜470｜matthew	5	20
1967	1｜40｜470｜matthew	5	21
1982	1｜40｜470｜matthew	5	22
2021	1｜40｜470｜matthew	5	23
2040	1｜40｜470｜matthew	5	24
2062	1｜40｜470｜matthew	5	25
2092	1｜40｜470｜matthew	5	26
2105	1｜40｜470｜matthew	5	27
2110	1｜40｜470｜matthew	5	28
2130	1｜40｜470｜matthew	5	29
2163	1｜40｜470｜matthew	5	30
2195	1｜40｜470｜matthew	5	31
2206	1｜40｜470｜matthew	5	32
2229	1｜40｜470｜matthew	5	33
2244	1｜40｜470｜matthew	5	34
2260	1｜40｜470｜matthew	5	35
2279	1｜40｜470｜matthew	5	36
2294	1｜40｜470｜matthew	5	37
2311	1｜40｜470｜matthew	5	38
2321	1｜40｜470｜matthew	5	39
2342	1｜40｜470｜matthew	5	40
2357	1｜40｜470｜matthew	5	41
2367	1｜40｜470｜matthew	5	42
2379	1｜40｜470｜matthew	5	43
2391	1｜40｜470｜matthew	5	44
2405	1｜40｜470｜matthew	5	45
2429	1｜40｜470｜matthew	5	46
2445	1｜40｜470｜matthew	5	47
2462	1｜40｜470｜matthew	5	48
2474	1｜40｜470｜matthew	6	1
2503	1｜40｜470｜matthew	6	2
2534	1｜40｜470｜matthew	6	3
2548	1｜40｜470｜matthew	6	4
2567	1｜40｜470｜matthew	6	5
2599	1｜40｜470｜matthew	6	6
2632	1｜40｜470｜matthew	6	7
2647	1｜40｜470｜matthew	6	8
2664	1｜40｜470｜matthew	6	9
2678	1｜40｜470｜matthew	6	10
2692	1｜40｜470｜matthew	6	11
2700	1｜40｜470｜matthew	6	12
2713	1｜40｜470｜matthew	6	13
2725	1｜40｜470｜matthew	6	14
2741	1｜40｜470｜matthew	6	15
2755	1｜40｜470｜matthew	6	16
2781	1｜40｜470｜matthew	6	17
2793	1｜40｜470｜matthew	6	18
2818	1｜40｜470｜matthew	6	19
2836	1｜40｜470｜matthew	6	20
2855	1｜40｜470｜matthew	6	21
2867	1｜40｜470｜matthew	6	22
2887	1｜40｜470｜matthew	6	23
2912	1｜40｜470｜matthew	6	24
2939	1｜40｜470｜matthew	6	25
2968	1｜40｜470｜matthew	6	26
2996	1｜40｜470｜matthew	6	27
3009	1｜40｜470｜matthew	6	28
3025	1｜40｜470｜matthew	6	29
3040	1｜40｜470｜matthew	6	30
3062	1｜40｜470｜matthew	6	31
3074	1｜40｜470｜matthew	6	32
3091	1｜40｜470｜matthew	6	33
3105	1｜40｜470｜matthew	6	34
3122	1｜40｜470｜matthew	7	1
3127	1｜40｜470｜matthew	7	2
3140	1｜40｜470｜matthew	7	3
