1	1
9	2
27	3
48	4
63	5
84	6
100	7
115	8
130	9
145	10
160	11
173	12
187	13
202	14
217	15
232	16
247	17
276	18
302	19
318	20
349	21
368	22
382	23
404	24
423	25
437	1
457	2
477	3
488	4
504	5
518	6
542	7
556	8
578	9
603	10
611	11
641	12
657	13
697	14
712	15
735	16
772	17
781	18
801	19
815	20
837	21
852	22
877	23
894	1
909	2
918	3
942	4
969	5
984	6
996	7
1020	8
1026	9
1051	10
1073	11
1104	12
1130	13
1147	14
1164	15
1184	16
1208	17
1225	1
1239	2
1248	3
1266	4
1286	5
1303	6
1335	7
1347	8
1368	9
1379	10
1397	11
1409	12
1418	13
1433	14
1442	15
1455	16
1475	17
1490	18
1517	19
1528	20
1536	21
1567	22
1579	23
1606	24
1635	25
1653	1
1669	2
1677	3
1689	4
1695	5
1703	6
1713	7
1719	8
1729	9
1737	10
1749	11
1765	12
1784	13
1810	14
1823	15
1843	16
1866	17
1881	18
1908	19
1944	20
1967	21
1982	22
2021	23
2040	24
2062	25
2092	26
2105	27
2110	28
2130	29
2163	30
2195	31
2206	32
2229	33
2244	34
2260	35
2279	36
2294	37
2311	38
2321	39
2342	40
2357	41
2367	42
2379	43
2391	44
2405	45
2429	46
2445	47
2462	48
2474	1
2503	2
2534	3
2548	4
2567	5
2599	6
2632	7
2647	8
2664	9
2678	10
2692	11
2700	12
2713	13
2725	14
2741	15
2755	16
2781	17
2793	18
2818	19
2836	20
2855	21
2867	22
2887	23
2912	24
2939	25
2968	26
2996	27
3009	28
3025	29
3040	30
3062	31
3074	32
3091	33
3105	34
3122	1
3127	2
3140	3
3161	4
3183	5
3204	6
3229	7
3240	8
3253	9
3269	10
3277	11
3303	12
3326	13
3351	14
3370	15
3386	16
3401	17
3415	18
3428	19
3439	20
3447	21
3472	22
3499	23
3514	24
3536	25
3561	26
3584	27
3609	28
3625	29
3638	1
3648	2
3661	3
3676	4
3700	5
3710	6
3723	7
3730	8
3754	9
3784	10
3804	11
3827	12
3847	13
3866	14
3881	15
3896	16
3914	17
3932	18
3945	19
3957	20
3983	21
3999	22
4014	23
4024	24
4042	25
4050	26
4069	27
4086	28
4116	29
4133	30
4142	31
4158	32
4186	33
4201	34
4221	1
4232	2
4256	3
4266	4
4281	5
4295	6
4325	7
4332	8
4347	9
4369	10
4390	11
4409	12
4423	13
4440	14
4461	15
4492	16
4513	17
4545	18
4572	19
4582	20
4596	21
4607	22
4630	23
4647	24
4659	25
4673	26
4683	27
4699	28
4722	29
4734	30
4748	31
4758	32
4767	33
4785	34
4797	35
4825	36
4842	37
4855	38
4868	1
4889	2
4916	3
4930	4
4941	5
4961	6
4971	7
4981	8
4993	9
5004	10
5022	11
5041	12
5048	13
5072	14
5097	15
5113	16
5133	17
5150	18
5165	19
5184	20
5200	21
5217	22
5233	23
5263	24
5275	25
5301	26
5317	27
5337	28
5363	29
5381	30
5391	31
5398	32
5418	33
5436	34
5451	35
5471	36
5478	37
5501	38
5516	39
5533	40
5546	41
5565	42
5588	1
5609	2
5625	3
5634	4
5647	5
5663	6
5672	7
5693	8
5712	9
5723	10
5744	11
5767	12
5785	13
5795	14
5805	15
5809	16
5826	17
5836	18
5847	19
5874	20
5889	21
5915	22
5928	23
5954	24
5967	25
5995	26
6004	27
6036	28
6047	29
6070	30
6081	1
6104	2
6121	3
6136	4
6164	5
6184	6
6193	7
6208	8
6217	9
6225	10
6243	11
6269	12
6280	13
6296	14
6307	15
6321	16
6329	17
6338	18
6364	19
6377	20
6393	21
6399	22
6415	23
6428	24
6446	25
6469	26
6485	27
6505	28
6522	29
6549	30
6564	31
6582	32
6615	33
6642	34
6659	35
6678	36
6696	37
6708	38
6723	39
6746	40
6776	41
6800	42
6829	43
6847	44
6863	45
6896	46
6914	47
6931	48
6949	49
6967	50
6987	1
7000	2
7020	3
7033	4
7050	5
7070	6
7081	7
7094	8
7114	9
7118	10
7130	11
7149	12
7166	13
7182	14
7203	15
7237	16
7250	17
7273	18
7280	19
7307	20
7325	21
7344	22
7373	23
7402	24
7420	25
7439	26
7452	27
7473	28
7491	29
7504	30
7539	31
7560	32
7589	33
7612	34
7627	35
7645	36
7668	37
7682	38
7706	39
7726	40
7741	41
7763	42
7780	43
7797	44
7828	45
7840	46
7853	47
7870	48
7889	49
7907	50
7924	51
7930	52
7956	53
7967	54
7992	55
8016	56
8030	57
8053	58
8063	1
8074	2
8097	3
8117	4
8127	5
8139	6
8156	7
8165	8
8183	9
8195	10
8203	11
8219	12
8235	13
8258	14
8272	15
8300	16
8313	17
8327	18
8334	19
8367	20
8381	21
8392	22
8411	23
8428	24
8447	25
8459	26
8478	27
8490	28
8508	29
8527	30
8541	31
8557	32
8566	33
8578	34
8586	35
8607	36
8622	1
8632	2
8651	3
8669	4
8687	5
8704	6
8720	7
8727	8
8742	9
8750	10
8759	11
8778	12
8792	13
8807	14
8822	15
8833	16
8841	17
8858	18
8872	19
8885	20
8900	21
8912	22
8933	23
8953	24
8968	25
8977	26
8993	27
9014	28
9039	29
9057	30
9082	31
9102	32
9136	33
9151	34
9166	35
9174	36
9193	37
9207	38
9217	39
9231	1
9246	2
9259	3
9282	4
9302	5
9312	6
9327	7
9337	8
9351	9
9364	10
9374	11
9392	12
9411	13
9435	14
9453	15
9461	16
9476	17
9501	18
9524	19
9556	20
9568	21
9600	22
9617	23
9640	24
9663	25
9684	26
9706	27
9731	28
9757	1
9781	2
9802	3
9812	4
9839	5
9866	6
9877	7
9889	8
9901	9
9925	10
9941	11
9951	12
9978	13
9989	14
9999	15
10022	16
10033	17
10056	18
10075	19
10091	20
10122	22
10141	23
10152	24
10173	25
10207	26
10222	27
10253	1
10272	2
10280	3
10301	4
10318	5
10331	6
10360	7
10380	8
10420	9
10451	10
10478	12
10505	13
10526	14
10543	15
10566	16
10587	17
10608	18
10632	19
10660	20
10676	21
10695	22
10708	23
10725	24
10735	25
10757	26
10771	27
10785	28
10809	29
10823	30
10838	31
10856	32
10875	33
10887	34
10902	35
10922	1
10945	2
10954	3
10972	4
10988	5
11011	6
11026	7
11038	8
11058	9
11080	10
11097	11
11110	12
11142	13
11158	14
11180	15
11187	16
11201	17
11225	18
11241	19
11254	20
11264	21
11289	22
11302	23
11321	24
11339	25
11350	26
11366	27
11383	28
11421	29
11450	30
11458	1
11477	2
11492	3
11504	4
11520	5
11532	6
11550	7
11564	8
11590	9
11600	10
11615	11
11621	12
11642	13
11656	14
11670	15
11689	16
11698	17
11716	18
11734	19
11751	20
11769	21
11798	22
11818	23
11845	24
11854	25
11873	26
11889	27
11900	28
11918	29
11927	30
11946	31
11963	32
11975	33
11983	34
11997	1
12016	2
12037	3
12054	4
12065	5
12085	6
12096	7
12112	8
12135	9
12160	10
12173	11
12187	12
12216	13
12232	14
12244	15
12270	16
12293	17
12305	18
12312	19
12347	20
12358	21
12392	22
12402	23
12431	24
12454	25
12483	26
12498	27
12518	28
12537	29
12547	30
12562	31
12594	32
12623	33
12650	34
12668	35
12684	36
12695	37
12708	38
12729	39
12738	40
12750	41
12771	42
12800	43
12819	44
12834	45
12849	46
12861	1
12871	2
12884	3
12899	4
12926	5
12942	6
12952	7
12970	8
12986	9
13001	10
13022	11
13036	12
13050	13
13077	14
13084	15
13095	16
13130	17
13142	18
13154	19
13165	20
13175	21
13192	22
13199	23
13213	24
13236	25
13258	26
13268	27
13274	28
13287	29
13303	30
13319	31
13334	32
13354	33
13363	34
13375	35
13383	36
13390	37
13416	38
13423	39
13433	40
13445	41
13453	42
13467	43
13478	44
13497	45
13507	46
13523	1
13533	2
13544	3
13565	4
13585	5
13605	6
13618	7
13630	8
13646	9
13662	10
13672	11
13679	12
13689	13
13714	15
13739	16
13763	17
13779	18
13799	19
13812	20
13827	21
13841	22
13859	23
13895	24
13905	25
13927	26
13945	27
13968	28
13984	29
14002	30
14022	31
14032	32
14040	33
14050	34
14081	35
14112	36
14122	37
14153	38
14160	39
14178	1
14197	2
14219	3
14250	4
14261	5
14276	6
14294	7
14310	8
14315	9
14334	10
14344	11
14351	12
14362	13
14369	14
14390	15
14410	16
14419	17
14431	18
14443	19
14456	20
14467	21
14485	22
14505	23
14518	24
14536	25
14539	26
14556	27
14575	28
14584	29
14616	30
14653	31
14677	32
14700	33
14713	34
14728	35
14741	36
14763	37
14777	38
14801	39
14820	40
14831	41
14841	42
14852	43
14875	44
14891	45
14914	46
14926	47
14937	48
14952	49
14965	50
14982	51
15002	1
15020	2
15029	3
15041	4
15053	5
15061	6
15073	7
15084	8
15101	9
15121	10
15141	11
15153	12
15163	13
15173	14
15187	15
15207	16
15220	17
15227	18
15242	19
15257	20
15279	21
15304	22
15322	23
15347	24
15372	25
15386	26
15408	27
15426	28
15439	29
15456	30
15475	31
15498	32
15519	33
15532	34
15554	35
15569	36
15584	37
15601	38
15612	39
15624	40
15645	41
15669	42
15681	43
15700	44
15725	45
15743	46
15755	1
15769	2
15786	3
15803	4
15812	5
15825	6
15836	7
15850	8
15861	9
15869	10
15886	11
15898	12
15913	13
15934	14
15946	15
15961	16
15969	17
15987	18
16017	19
