G70001	2
G70002	3
G70003	4
G70004	5
G70005	6
G70006	7
G70007	8
G70008	9
G70009	10
G70010	11
G70011	12
G70012	13
G70013	14
G70014	16
G70015	17
G70016	18
G70017	19
G70018	14
G70019	20
G70020	21
G70021	22
G70022	23
G70023	24
G70024	25
G70025	26
G70026	27
G70027	28
G70028	29
G70029	30
G70030	31
G70031	32
G70032	33
G70033	34
G70034	35
G70035	35
G70036	36
G70037	37
G70038	38
G70039	39
G70040	40
G70041	41
G70042	42
G70043	43
G70044	44
G70045	45
G70046	46
G70047	47
G70048	48
G70049	49
G70050	50
G70051	51
G70052	52
G70053	53
G70054	54
G70055	55
G70056	56
G70057	57
G70058	58
G70059	59
G70060	60
G70061	61
G70062	62
G70063	63
G70064	64
G70065	65
G70066	66
G70067	67
G70068	68
G70069	69
G70070	70
G70071	71
G70072	72
G70073	73
G70074	74
G70075	75
G70076	76
G70077	77
G70078	78
G70079	79
G70080	80
G70081	81
G70082	82
G70083	83
G70084	84
G70085	85
G70086	86
G70087	87
G70088	88
G70089	89
G70090	90
G70091	92
G70092	93
G70093	94
G70094	96
G70095	97
G70096	98
G70097	99
G70098	100
G70099	101
G70100	102
G70101	103
G70102	104
G70103	105
G70104	106
G70105	107
G70106	108
G70107	109
G70108	110
G70109	111
G70110	113
G70111	114
G70112	116
G70113	117
G70114	118
G70115	119
G70116	120
G70117	121
G70118	122
G70119	123
G70120	124
G70121	125
G70122	126
G70123	127
G70124	128
G70125	129
G70126	130
G70127	131
G70128	132
G70129	133
G70130	134
G70131	135
G70132	136
G70133	137
G70134	138
G70135	139
G70136	140
G70137	141
G70138	142
G70139	143
G70140	145
G70141	146
G70142	147
G70143	148
G70144	149
G70145	150
G70146	151
G70147	152
G70148	153
G70149	154
G70150	155
G70151	156
G70152	157
G70153	158
G70154	159
G70155	160
G70156	161
G70157	162
G70158	165
G70159	165
G70160	166
G70161	167
G70162	168
G70163	169
G70164	170
G70165	171
G70166	172
G70167	173
G70168	174
G70169	176
G70170	177
G70171	178
G70172	179
G70173	180
G70174	181
G70175	182
G70176	183
G70177	184
G70178	185
G70179	186
G70180	188
G70181	189
G70182	190
G70183	192
G70184	193
G70185	195
G70186	196
G70187	197
G70188	198
G70189	199
G70190	201
G70191	202
G70192	203
G70193	204
G70194	205
G70195	209
G70196	207
G70197	208
G70198	209
G70199	210
G70200	211
G70201	212
G70202	213
G70203	214
G70204	215
G70205	216
G70206	217
G70207	218
G70208	219
G70209	220
G70210	221
G70211	222
G70212	223
G70213	224
G70214	225
G70215	226
G70216	227
G70217	228
G70218	229
G70219	230
G70220	231
G70221	232
G70222	233
G70223	234
G70224	235
G70225	236
G70226	237
G70227	238
G70228	239
G70229	240
G70230	241
G70231	242
G70232	243
G70233	244
G70234	245
G70235	246
G70236	247
G70237	248
G70238	249
G70239	250
G70240	251
G70241	252
G70242	253
G70243	254
G70244	256
G70245	257
G70246	258
G70247	259
G70248	260
G70249	261
G70250	262
G70251	263
G70252	264
G70253	266
G70254	267
G70255	268
G70256	269
G70257	270
G70258	271
G70259	272
G70260	273
G70261	274
G70262	275
G70263	276
G70264	277
G70265	278
G70266	279
G70267	280
G70268	281
G70269	282
G70270	283
G70271	285
G70272	286
G70273	287
G70274	288
G70275	289
G70276	290
G70277	291
G70278	292
G70279	293
G70280	294
G70281	295
G70282	296
G70283	297
G70284	298
G70285	299
G70286	300
G70287	302
G70288	303
G70289	304
G70290	306
G70291	307
G70292	308
G70293	309
G70294	310
G70295	314
G70296	311
G70297	312
G70298	313,314
G70299	315
G70300	316
G70301	317
G70302	318
G70303	319
G70304	320
G70305	322
G70306	323
G70307	324
G70308	325
G70309	326
